"ID";"ModesOfTravel";"Population";"Margins";"RegionCharacteristics";"Periods";"TransportPerformance_1"
"1723";"A048584";"A048709";"MW00000";"PV29    ";"2021JJ00";"     0.6"
"1724";"A048584";"A048709";"MW00000";"PV29    ";"2022JJ00";"     0.6"
"1725";"A048584";"A048709";"MW00000";"PV30    ";"2018JJ00";"     4.8"
"1726";"A048584";"A048709";"MW00000";"PV30    ";"2019JJ00";"     4.6"
"1727";"A048584";"A048709";"MW00000";"PV30    ";"2020JJ00";"     3.2"
"1728";"A048584";"A048709";"MW00000";"PV30    ";"2021JJ00";"     3.4"
"1729";"A048584";"A048709";"MW00000";"PV30    ";"2022JJ00";"     4.1"
"1730";"A048584";"A048709";"MW00000";"PV31    ";"2018JJ00";"     2.3"
"1731";"A048584";"A048709";"MW00000";"PV31    ";"2019JJ00";"     2.2"
"1732";"A048584";"A048709";"MW00000";"PV31    ";"2020JJ00";"     1.4"
"1733";"A048584";"A048709";"MW00000";"PV31    ";"2021JJ00";"     1.5"
"1734";"A048584";"A048709";"MW00000";"PV31    ";"2022JJ00";"     1.6"
"1735";"A048584";"A048709";"MW00000";"1018850 ";"2018JJ00";"     6.6"
"1736";"A048584";"A048709";"MW00000";"1018850 ";"2019JJ00";"     5.9"
"1737";"A048584";"A048709";"MW00000";"1018850 ";"2020JJ00";"     4.8"
"1738";"A048584";"A048709";"MW00000";"1018850 ";"2021JJ00";"     5.5"
"1739";"A048584";"A048709";"MW00000";"1018850 ";"2022JJ00";"     6.3"
"1740";"A048584";"A048709";"MW00000";"1018905 ";"2018JJ00";"    10.0"
"1741";"A048584";"A048709";"MW00000";"1018905 ";"2019JJ00";"    10.6"
"1742";"A048584";"A048709";"MW00000";"1018905 ";"2020JJ00";"     6.4"
"1743";"A048584";"A048709";"MW00000";"1018905 ";"2021JJ00";"     8.4"
"1744";"A048584";"A048709";"MW00000";"1018905 ";"2022JJ00";"     8.3"
"1745";"A048584";"A048709";"MW00000";"1018955 ";"2018JJ00";"     5.2"
"1746";"A048584";"A048709";"MW00000";"1018955 ";"2019JJ00";"     5.9"
"1747";"A048584";"A048709";"MW00000";"1018955 ";"2020JJ00";"     3.7"
"1748";"A048584";"A048709";"MW00000";"1018955 ";"2021JJ00";"     4.3"
"1749";"A048584";"A048709";"MW00000";"1018955 ";"2022JJ00";"     4.7"
"1750";"A048584";"A048709";"MW00000";"1019005 ";"2018JJ00";"     8.7"
"1751";"A048584";"A048709";"MW00000";"1019005 ";"2019JJ00";"     8.5"
"1752";"A048584";"A048709";"MW00000";"1019005 ";"2020JJ00";"     5.1"
"1753";"A048584";"A048709";"MW00000";"1019005 ";"2021JJ00";"     5.9"
"1754";"A048584";"A048709";"MW00000";"1019005 ";"2022JJ00";"     7.0"
"1755";"A048584";"A048709";"MW00000";"1019052 ";"2018JJ00";"     3.0"
"1756";"A048584";"A048709";"MW00000";"1019052 ";"2019JJ00";"     3.2"
"1757";"A048584";"A048709";"MW00000";"1019052 ";"2020JJ00";"     2.0"
"1758";"A048584";"A048709";"MW00000";"1019052 ";"2021JJ00";"     1.9"
"1759";"A048584";"A048709";"MW00000";"1019052 ";"2022JJ00";"     2.1"
"1760";"A048584";"A048709";"MOG0095";"NL01    ";"2018JJ00";"    31.9"
"1761";"A048584";"A048709";"MOG0095";"NL01    ";"2019JJ00";"    32.2"
"1762";"A048584";"A048709";"MOG0095";"NL01    ";"2020JJ00";"    20.9"
"1763";"A048584";"A048709";"MOG0095";"NL01    ";"2021JJ00";"    24.7"
"1764";"A048584";"A048709";"MOG0095";"NL01    ";"2022JJ00";"    27.0"
"1765";"A048584";"A048709";"MOG0095";"LD01    ";"2018JJ00";"     3.7"
"1766";"A048584";"A048709";"MOG0095";"LD01    ";"2019JJ00";"     3.9"
"1767";"A048584";"A048709";"MOG0095";"LD01    ";"2020JJ00";"     2.2"
"1768";"A048584";"A048709";"MOG0095";"LD01    ";"2021JJ00";"     2.6"
"1769";"A048584";"A048709";"MOG0095";"LD01    ";"2022JJ00";"     2.9"
"1770";"A048584";"A048709";"MOG0095";"LD02    ";"2018JJ00";"     6.6"
"1771";"A048584";"A048709";"MOG0095";"LD02    ";"2019JJ00";"     6.4"
"1772";"A048584";"A048709";"MOG0095";"LD02    ";"2020JJ00";"     4.2"
"1773";"A048584";"A048709";"MOG0095";"LD02    ";"2021JJ00";"     5.3"
"1774";"A048584";"A048709";"MOG0095";"LD02    ";"2022JJ00";"     5.9"
"1775";"A048584";"A048709";"MOG0095";"LD03    ";"2018JJ00";"    13.6"
"1776";"A048584";"A048709";"MOG0095";"LD03    ";"2019JJ00";"    14.0"
"1777";"A048584";"A048709";"MOG0095";"LD03    ";"2020JJ00";"     9.4"
"1778";"A048584";"A048709";"MOG0095";"LD03    ";"2021JJ00";"    11.3"
"1779";"A048584";"A048709";"MOG0095";"LD03    ";"2022JJ00";"    11.8"
"1780";"A048584";"A048709";"MOG0095";"LD04    ";"2018JJ00";"     6.5"
"1781";"A048584";"A048709";"MOG0095";"LD04    ";"2019JJ00";"     6.1"
"1782";"A048584";"A048709";"MOG0095";"LD04    ";"2020JJ00";"     4.0"
"1783";"A048584";"A048709";"MOG0095";"LD04    ";"2021JJ00";"     4.3"
"1784";"A048584";"A048709";"MOG0095";"LD04    ";"2022JJ00";"     5.1"
"1785";"A048584";"A048709";"MOG0095";"PV20    ";"2018JJ00";"     1.1"
"1786";"A048584";"A048709";"MOG0095";"PV20    ";"2019JJ00";"     1.0"
"1787";"A048584";"A048709";"MOG0095";"PV20    ";"2020JJ00";"     0.6"
"1788";"A048584";"A048709";"MOG0095";"PV20    ";"2021JJ00";"     0.7"
"1789";"A048584";"A048709";"MOG0095";"PV20    ";"2022JJ00";"     0.9"
"1790";"A048584";"A048709";"MOG0095";"PV21    ";"2018JJ00";"     1.3"
"1791";"A048584";"A048709";"MOG0095";"PV21    ";"2019JJ00";"     1.5"
"1792";"A048584";"A048709";"MOG0095";"PV21    ";"2020JJ00";"     0.7"
"1793";"A048584";"A048709";"MOG0095";"PV21    ";"2021JJ00";"     0.8"
"1794";"A048584";"A048709";"MOG0095";"PV21    ";"2022JJ00";"     1.0"
"1795";"A048584";"A048709";"MOG0095";"PV22    ";"2018JJ00";"     0.9"
"1796";"A048584";"A048709";"MOG0095";"PV22    ";"2019JJ00";"     0.9"
"1797";"A048584";"A048709";"MOG0095";"PV22    ";"2020JJ00";"     0.6"
"1798";"A048584";"A048709";"MOG0095";"PV22    ";"2021JJ00";"     0.7"
"1799";"A048584";"A048709";"MOG0095";"PV22    ";"2022JJ00";"     0.7"
"1800";"A048584";"A048709";"MOG0095";"PV23    ";"2018JJ00";"     1.9"
"1801";"A048584";"A048709";"MOG0095";"PV23    ";"2019JJ00";"     2.0"
"1802";"A048584";"A048709";"MOG0095";"PV23    ";"2020JJ00";"     1.0"
"1803";"A048584";"A048709";"MOG0095";"PV23    ";"2021JJ00";"     1.4"
"1804";"A048584";"A048709";"MOG0095";"PV23    ";"2022JJ00";"     1.5"
"1805";"A048584";"A048709";"MOG0095";"PV24    ";"2018JJ00";"     0.7"
"1806";"A048584";"A048709";"MOG0095";"PV24    ";"2019JJ00";"     0.7"
"1807";"A048584";"A048709";"MOG0095";"PV24    ";"2020JJ00";"     0.4"
"1808";"A048584";"A048709";"MOG0095";"PV24    ";"2021JJ00";"     0.7"
"1809";"A048584";"A048709";"MOG0095";"PV24    ";"2022JJ00";"     0.7"
"1810";"A048584";"A048709";"MOG0095";"PV25    ";"2018JJ00";"     3.5"
"1811";"A048584";"A048709";"MOG0095";"PV25    ";"2019JJ00";"     3.2"
"1812";"A048584";"A048709";"MOG0095";"PV25    ";"2020JJ00";"     2.3"
"1813";"A048584";"A048709";"MOG0095";"PV25    ";"2021JJ00";"     2.8"
"1814";"A048584";"A048709";"MOG0095";"PV25    ";"2022JJ00";"     3.3"
"1815";"A048584";"A048709";"MOG0095";"PV26    ";"2018JJ00";"     2.1"
"1816";"A048584";"A048709";"MOG0095";"PV26    ";"2019JJ00";"     2.6"
"1817";"A048584";"A048709";"MOG0095";"PV26    ";"2020JJ00";"     1.5"
"1818";"A048584";"A048709";"MOG0095";"PV26    ";"2021JJ00";"     2.0"
"1819";"A048584";"A048709";"MOG0095";"PV26    ";"2022JJ00";"     2.1"
"1820";"A048584";"A048709";"MOG0095";"PV27    ";"2018JJ00";"     4.7"
"1821";"A048584";"A048709";"MOG0095";"PV27    ";"2019JJ00";"     3.9"
"1822";"A048584";"A048709";"MOG0095";"PV27    ";"2020JJ00";"     2.9"
"1823";"A048584";"A048709";"MOG0095";"PV27    ";"2021JJ00";"     3.5"
"1824";"A048584";"A048709";"MOG0095";"PV27    ";"2022JJ00";"     3.8"
"1825";"A048584";"A048709";"MOG0095";"PV28    ";"2018JJ00";"     5.4"
"1826";"A048584";"A048709";"MOG0095";"PV28    ";"2019JJ00";"     5.9"
"1827";"A048584";"A048709";"MOG0095";"PV28    ";"2020JJ00";"     3.9"
"1828";"A048584";"A048709";"MOG0095";"PV28    ";"2021JJ00";"     4.8"
"1829";"A048584";"A048709";"MOG0095";"PV28    ";"2022JJ00";"     4.7"
"1830";"A048584";"A048709";"MOG0095";"PV29    ";"2018JJ00";"     0.4"
"1831";"A048584";"A048709";"MOG0095";"PV29    ";"2019JJ00";"     0.6"
"1832";"A048584";"A048709";"MOG0095";"PV29    ";"2020JJ00";"     0.4"
"1833";"A048584";"A048709";"MOG0095";"PV29    ";"2021JJ00";"     0.4"
"1834";"A048584";"A048709";"MOG0095";"PV29    ";"2022JJ00";"     0.4"
"1835";"A048584";"A048709";"MOG0095";"PV30    ";"2018JJ00";"     4.3"
"1836";"A048584";"A048709";"MOG0095";"PV30    ";"2019JJ00";"     4.0"
"1837";"A048584";"A048709";"MOG0095";"PV30    ";"2020JJ00";"     2.7"
"1838";"A048584";"A048709";"MOG0095";"PV30    ";"2021JJ00";"     2.9"
"1839";"A048584";"A048709";"MOG0095";"PV30    ";"2022JJ00";"     3.6"
"1840";"A048584";"A048709";"MOG0095";"PV31    ";"2018JJ00";"     1.9"
"1841";"A048584";"A048709";"MOG0095";"PV31    ";"2019JJ00";"     1.8"
"1842";"A048584";"A048709";"MOG0095";"PV31    ";"2020JJ00";"     1.0"
"1843";"A048584";"A048709";"MOG0095";"PV31    ";"2021JJ00";"     1.2"
"1844";"A048584";"A048709";"MOG0095";"PV31    ";"2022JJ00";"     1.3"
"1845";"A048584";"A048709";"MOG0095";"1018850 ";"2018JJ00";"     5.8"
"1846";"A048584";"A048709";"MOG0095";"1018850 ";"2019JJ00";"     5.2"
"1847";"A048584";"A048709";"MOG0095";"1018850 ";"2020JJ00";"     4.3"
"1848";"A048584";"A048709";"MOG0095";"1018850 ";"2021JJ00";"     5.0"
"1849";"A048584";"A048709";"MOG0095";"1018850 ";"2022JJ00";"     5.6"
"1850";"A048584";"A048709";"MOG0095";"1018905 ";"2018JJ00";"     9.1"
"1851";"A048584";"A048709";"MOG0095";"1018905 ";"2019JJ00";"     9.6"
"1852";"A048584";"A048709";"MOG0095";"1018905 ";"2020JJ00";"     5.8"
"1853";"A048584";"A048709";"MOG0095";"1018905 ";"2021JJ00";"     7.6"
"1854";"A048584";"A048709";"MOG0095";"1018905 ";"2022JJ00";"     7.6"
"1855";"A048584";"A048709";"MOG0095";"1018955 ";"2018JJ00";"     4.6"
"1856";"A048584";"A048709";"MOG0095";"1018955 ";"2019JJ00";"     5.1"
"1857";"A048584";"A048709";"MOG0095";"1018955 ";"2020JJ00";"     3.2"
"1858";"A048584";"A048709";"MOG0095";"1018955 ";"2021JJ00";"     3.8"
"1859";"A048584";"A048709";"MOG0095";"1018955 ";"2022JJ00";"     4.2"
"1860";"A048584";"A048709";"MOG0095";"1019005 ";"2018JJ00";"     7.9"
"1861";"A048584";"A048709";"MOG0095";"1019005 ";"2019JJ00";"     7.5"
"1862";"A048584";"A048709";"MOG0095";"1019005 ";"2020JJ00";"     4.5"
"1863";"A048584";"A048709";"MOG0095";"1019005 ";"2021JJ00";"     5.3"
"1864";"A048584";"A048709";"MOG0095";"1019005 ";"2022JJ00";"     6.3"
"1865";"A048584";"A048709";"MOG0095";"1019052 ";"2018JJ00";"     2.5"
"1866";"A048584";"A048709";"MOG0095";"1019052 ";"2019JJ00";"     2.5"
"1867";"A048584";"A048709";"MOG0095";"1019052 ";"2020JJ00";"     1.6"
"1868";"A048584";"A048709";"MOG0095";"1019052 ";"2021JJ00";"     1.6"
"1869";"A048584";"A048709";"MOG0095";"1019052 ";"2022JJ00";"     1.8"
"1870";"A048584";"A048709";"MBG0095";"NL01    ";"2018JJ00";"    35.0"
"1871";"A048584";"A048709";"MBG0095";"NL01    ";"2019JJ00";"    35.8"
"1872";"A048584";"A048709";"MBG0095";"NL01    ";"2020JJ00";"    23.2"
"1873";"A048584";"A048709";"MBG0095";"NL01    ";"2021JJ00";"    27.2"
"1874";"A048584";"A048709";"MBG0095";"NL01    ";"2022JJ00";"    29.6"
"1875";"A048584";"A048709";"MBG0095";"LD01    ";"2018JJ00";"     4.9"
"1876";"A048584";"A048709";"MBG0095";"LD01    ";"2019JJ00";"     5.7"
"1877";"A048584";"A048709";"MBG0095";"LD01    ";"2020JJ00";"     3.1"
"1878";"A048584";"A048709";"MBG0095";"LD01    ";"2021JJ00";"     3.7"
"1879";"A048584";"A048709";"MBG0095";"LD01    ";"2022JJ00";"     4.0"
"1880";"A048584";"A048709";"MBG0095";"LD02    ";"2018JJ00";"     8.0"
"1881";"A048584";"A048709";"MBG0095";"LD02    ";"2019JJ00";"     7.9"
"1882";"A048584";"A048709";"MBG0095";"LD02    ";"2020JJ00";"     5.3"
"1883";"A048584";"A048709";"MBG0095";"LD02    ";"2021JJ00";"     6.5"
"1884";"A048584";"A048709";"MBG0095";"LD02    ";"2022JJ00";"     7.1"
"1885";"A048584";"A048709";"MBG0095";"LD03    ";"2018JJ00";"    15.7"
"1886";"A048584";"A048709";"MBG0095";"LD03    ";"2019JJ00";"    16.3"
"1887";"A048584";"A048709";"MBG0095";"LD03    ";"2020JJ00";"    10.9"
"1888";"A048584";"A048709";"MBG0095";"LD03    ";"2021JJ00";"    12.8"
"1889";"A048584";"A048709";"MBG0095";"LD03    ";"2022JJ00";"    13.4"
"1890";"A048584";"A048709";"MBG0095";"LD04    ";"2018JJ00";"     7.9"
"1891";"A048584";"A048709";"MBG0095";"LD04    ";"2019JJ00";"     7.6"
"1892";"A048584";"A048709";"MBG0095";"LD04    ";"2020JJ00";"     5.1"
"1893";"A048584";"A048709";"MBG0095";"LD04    ";"2021JJ00";"     5.4"
"1894";"A048584";"A048709";"MBG0095";"LD04    ";"2022JJ00";"     6.3"
"1895";"A048584";"A048709";"MBG0095";"PV20    ";"2018JJ00";"     1.7"
"1896";"A048584";"A048709";"MBG0095";"PV20    ";"2019JJ00";"     1.9"
"1897";"A048584";"A048709";"MBG0095";"PV20    ";"2020JJ00";"     1.1"
"1898";"A048584";"A048709";"MBG0095";"PV20    ";"2021JJ00";"     1.3"
"1899";"A048584";"A048709";"MBG0095";"PV20    ";"2022JJ00";"     1.5"
"1900";"A048584";"A048709";"MBG0095";"PV21    ";"2018JJ00";"     2.1"
"1901";"A048584";"A048709";"MBG0095";"PV21    ";"2019JJ00";"     2.7"
"1902";"A048584";"A048709";"MBG0095";"PV21    ";"2020JJ00";"     1.1"
"1903";"A048584";"A048709";"MBG0095";"PV21    ";"2021JJ00";"     1.6"
"1904";"A048584";"A048709";"MBG0095";"PV21    ";"2022JJ00";"     1.8"
"1905";"A048584";"A048709";"MBG0095";"PV22    ";"2018JJ00";"     1.5"
"1906";"A048584";"A048709";"MBG0095";"PV22    ";"2019JJ00";"     1.7"
"1907";"A048584";"A048709";"MBG0095";"PV22    ";"2020JJ00";"     1.1"
"1908";"A048584";"A048709";"MBG0095";"PV22    ";"2021JJ00";"     1.2"
"1909";"A048584";"A048709";"MBG0095";"PV22    ";"2022JJ00";"     1.2"
"1910";"A048584";"A048709";"MBG0095";"PV23    ";"2018JJ00";"     2.8"
"1911";"A048584";"A048709";"MBG0095";"PV23    ";"2019JJ00";"     3.0"
"1912";"A048584";"A048709";"MBG0095";"PV23    ";"2020JJ00";"     1.6"
"1913";"A048584";"A048709";"MBG0095";"PV23    ";"2021JJ00";"     2.0"
"1914";"A048584";"A048709";"MBG0095";"PV23    ";"2022JJ00";"     2.2"
"1915";"A048584";"A048709";"MBG0095";"PV24    ";"2018JJ00";"     1.1"
"1916";"A048584";"A048709";"MBG0095";"PV24    ";"2019JJ00";"     1.2"
"1917";"A048584";"A048709";"MBG0095";"PV24    ";"2020JJ00";"     0.8"
"1918";"A048584";"A048709";"MBG0095";"PV24    ";"2021JJ00";"     1.1"
"1919";"A048584";"A048709";"MBG0095";"PV24    ";"2022JJ00";"     1.1"
"1920";"A048584";"A048709";"MBG0095";"PV25    ";"2018JJ00";"     4.7"
"1921";"A048584";"A048709";"MBG0095";"PV25    ";"2019JJ00";"     4.2"
"1922";"A048584";"A048709";"MBG0095";"PV25    ";"2020JJ00";"     3.2"
"1923";"A048584";"A048709";"MBG0095";"PV25    ";"2021JJ00";"     3.7"
"1924";"A048584";"A048709";"MBG0095";"PV25    ";"2022JJ00";"     4.2"
"1925";"A048584";"A048709";"MBG0095";"PV26    ";"2018JJ00";"     3.0"
"1926";"A048584";"A048709";"MBG0095";"PV26    ";"2019JJ00";"     3.7"
"1927";"A048584";"A048709";"MBG0095";"PV26    ";"2020JJ00";"     1.9"
"1928";"A048584";"A048709";"MBG0095";"PV26    ";"2021JJ00";"     2.5"
"1929";"A048584";"A048709";"MBG0095";"PV26    ";"2022JJ00";"     2.7"
"1930";"A048584";"A048709";"MBG0095";"PV27    ";"2018JJ00";"     6.1"
"1931";"A048584";"A048709";"MBG0095";"PV27    ";"2019JJ00";"     5.1"
"1932";"A048584";"A048709";"MBG0095";"PV27    ";"2020JJ00";"     3.9"
"1933";"A048584";"A048709";"MBG0095";"PV27    ";"2021JJ00";"     4.4"
"1934";"A048584";"A048709";"MBG0095";"PV27    ";"2022JJ00";"     4.9"
"1935";"A048584";"A048709";"MBG0095";"PV28    ";"2018JJ00";"     6.8"
"1936";"A048584";"A048709";"MBG0095";"PV28    ";"2019JJ00";"     7.4"
"1937";"A048584";"A048709";"MBG0095";"PV28    ";"2020JJ00";"     4.8"
"1938";"A048584";"A048709";"MBG0095";"PV28    ";"2021JJ00";"     5.8"
"1939";"A048584";"A048709";"MBG0095";"PV28    ";"2022JJ00";"     5.8"
"1940";"A048584";"A048709";"MBG0095";"PV29    ";"2018JJ00";"     0.7"
"1941";"A048584";"A048709";"MBG0095";"PV29    ";"2019JJ00";"     1.3"
"1942";"A048584";"A048709";"MBG0095";"PV29    ";"2020JJ00";"     0.9"
"1943";"A048584";"A048709";"MBG0095";"PV29    ";"2021JJ00";"     0.8"
"1944";"A048584";"A048709";"MBG0095";"PV29    ";"2022JJ00";"     0.7"
"1945";"A048584";"A048709";"MBG0095";"PV30    ";"2018JJ00";"     5.4"
"1946";"A048584";"A048709";"MBG0095";"PV30    ";"2019JJ00";"     5.2"
"1947";"A048584";"A048709";"MBG0095";"PV30    ";"2020JJ00";"     3.6"
"1948";"A048584";"A048709";"MBG0095";"PV30    ";"2021JJ00";"     3.8"
"1949";"A048584";"A048709";"MBG0095";"PV30    ";"2022JJ00";"     4.6"
"1950";"A048584";"A048709";"MBG0095";"PV31    ";"2018JJ00";"     2.8"
"1951";"A048584";"A048709";"MBG0095";"PV31    ";"2019JJ00";"     2.7"
"1952";"A048584";"A048709";"MBG0095";"PV31    ";"2020JJ00";"     1.7"
"1953";"A048584";"A048709";"MBG0095";"PV31    ";"2021JJ00";"     1.8"
"1954";"A048584";"A048709";"MBG0095";"PV31    ";"2022JJ00";"     1.9"
"1955";"A048584";"A048709";"MBG0095";"1018850 ";"2018JJ00";"     7.3"
"1956";"A048584";"A048709";"MBG0095";"1018850 ";"2019JJ00";"     6.6"
"1957";"A048584";"A048709";"MBG0095";"1018850 ";"2020JJ00";"     5.3"
"1958";"A048584";"A048709";"MBG0095";"1018850 ";"2021JJ00";"     6.0"
"1959";"A048584";"A048709";"MBG0095";"1018850 ";"2022JJ00";"     6.9"
"1960";"A048584";"A048709";"MBG0095";"1018905 ";"2018JJ00";"    10.9"
"1961";"A048584";"A048709";"MBG0095";"1018905 ";"2019JJ00";"    11.6"
"1962";"A048584";"A048709";"MBG0095";"1018905 ";"2020JJ00";"     7.0"
"1963";"A048584";"A048709";"MBG0095";"1018905 ";"2021JJ00";"     9.1"
"1964";"A048584";"A048709";"MBG0095";"1018905 ";"2022JJ00";"     9.0"
"1965";"A048584";"A048709";"MBG0095";"1018955 ";"2018JJ00";"     5.8"
"1966";"A048584";"A048709";"MBG0095";"1018955 ";"2019JJ00";"     6.7"
"1967";"A048584";"A048709";"MBG0095";"1018955 ";"2020JJ00";"     4.2"
"1968";"A048584";"A048709";"MBG0095";"1018955 ";"2021JJ00";"     4.8"
"1969";"A048584";"A048709";"MBG0095";"1018955 ";"2022JJ00";"     5.2"
"1970";"A048584";"A048709";"MBG0095";"1019005 ";"2018JJ00";"     9.5"
"1971";"A048584";"A048709";"MBG0095";"1019005 ";"2019JJ00";"     9.4"
"1972";"A048584";"A048709";"MBG0095";"1019005 ";"2020JJ00";"     5.7"
"1973";"A048584";"A048709";"MBG0095";"1019005 ";"2021JJ00";"     6.5"
"1974";"A048584";"A048709";"MBG0095";"1019005 ";"2022JJ00";"     7.7"
"1975";"A048584";"A048709";"MBG0095";"1019052 ";"2018JJ00";"     3.5"
"1976";"A048584";"A048709";"MBG0095";"1019052 ";"2019JJ00";"     3.8"
"1977";"A048584";"A048709";"MBG0095";"1019052 ";"2020JJ00";"     2.3"
"1978";"A048584";"A048709";"MBG0095";"1019052 ";"2021JJ00";"     2.3"
"1979";"A048584";"A048709";"MBG0095";"1019052 ";"2022JJ00";"     2.4"
"1980";"A018981";"A048710";"MW00000";"NL01    ";"2018JJ00";"    22.8"
"1981";"A018981";"A048710";"MW00000";"NL01    ";"2019JJ00";"    24.1"
"1982";"A018981";"A048710";"MW00000";"NL01    ";"2020JJ00";"     9.6"
"1983";"A018981";"A048710";"MW00000";"NL01    ";"2021JJ00";"    10.2"
"1984";"A018981";"A048710";"MW00000";"NL01    ";"2022JJ00";"    15.8"
"1985";"A018981";"A048710";"MW00000";"LD01    ";"2018JJ00";"     2.1"
"1986";"A018981";"A048710";"MW00000";"LD01    ";"2019JJ00";"     2.0"
"1987";"A018981";"A048710";"MW00000";"LD01    ";"2020JJ00";"     0.8"
"1988";"A018981";"A048710";"MW00000";"LD01    ";"2021JJ00";"     1.1"
"1989";"A018981";"A048710";"MW00000";"LD01    ";"2022JJ00";"     1.6"
"1990";"A018981";"A048710";"MW00000";"LD02    ";"2018JJ00";"     4.7"
"1991";"A018981";"A048710";"MW00000";"LD02    ";"2019JJ00";"     5.4"
"1992";"A018981";"A048710";"MW00000";"LD02    ";"2020JJ00";"     2.3"
"1993";"A018981";"A048710";"MW00000";"LD02    ";"2021JJ00";"     2.1"
"1994";"A018981";"A048710";"MW00000";"LD02    ";"2022JJ00";"     3.9"
"1995";"A018981";"A048710";"MW00000";"LD03    ";"2018JJ00";"    11.7"
"1996";"A018981";"A048710";"MW00000";"LD03    ";"2019JJ00";"    12.3"
"1997";"A018981";"A048710";"MW00000";"LD03    ";"2020JJ00";"     4.8"
"1998";"A018981";"A048710";"MW00000";"LD03    ";"2021JJ00";"     5.4"
"1999";"A018981";"A048710";"MW00000";"LD03    ";"2022JJ00";"     7.5"
"2000";"A018981";"A048710";"MW00000";"LD04    ";"2018JJ00";"     4.2"
"2001";"A018981";"A048710";"MW00000";"LD04    ";"2019JJ00";"     4.3"
"2002";"A018981";"A048710";"MW00000";"LD04    ";"2020JJ00";"     1.7"
"2003";"A018981";"A048710";"MW00000";"LD04    ";"2021JJ00";"     1.6"
"2004";"A018981";"A048710";"MW00000";"LD04    ";"2022JJ00";"     2.8"
"2005";"A018981";"A048710";"MW00000";"PV20    ";"2018JJ00";"     0.9"
"2006";"A018981";"A048710";"MW00000";"PV20    ";"2019JJ00";"     1.1"
"2007";"A018981";"A048710";"MW00000";"PV20    ";"2020JJ00";"       ."
"2008";"A018981";"A048710";"MW00000";"PV20    ";"2021JJ00";"     0.6"
"2009";"A018981";"A048710";"MW00000";"PV20    ";"2022JJ00";"     0.7"
"2010";"A018981";"A048710";"MW00000";"PV21    ";"2018JJ00";"     0.6"
"2011";"A018981";"A048710";"MW00000";"PV21    ";"2019JJ00";"       ."
"2012";"A018981";"A048710";"MW00000";"PV21    ";"2020JJ00";"       ."
"2013";"A018981";"A048710";"MW00000";"PV21    ";"2021JJ00";"       ."
"2014";"A018981";"A048710";"MW00000";"PV21    ";"2022JJ00";"       ."
"2015";"A018981";"A048710";"MW00000";"PV22    ";"2018JJ00";"       ."
"2016";"A018981";"A048710";"MW00000";"PV22    ";"2019JJ00";"       ."
"2017";"A018981";"A048710";"MW00000";"PV22    ";"2020JJ00";"       ."
"2018";"A018981";"A048710";"MW00000";"PV22    ";"2021JJ00";"       ."
"2019";"A018981";"A048710";"MW00000";"PV22    ";"2022JJ00";"       ."
"2020";"A018981";"A048710";"MW00000";"PV23    ";"2018JJ00";"     1.3"
"2021";"A018981";"A048710";"MW00000";"PV23    ";"2019JJ00";"     2.0"
"2022";"A018981";"A048710";"MW00000";"PV23    ";"2020JJ00";"     0.7"
"2023";"A018981";"A048710";"MW00000";"PV23    ";"2021JJ00";"     0.4"
"2024";"A018981";"A048710";"MW00000";"PV23    ";"2022JJ00";"     1.2"
"2025";"A018981";"A048710";"MW00000";"PV24    ";"2018JJ00";"     0.7"
"2026";"A018981";"A048710";"MW00000";"PV24    ";"2019JJ00";"     0.8"
"2027";"A018981";"A048710";"MW00000";"PV24    ";"2020JJ00";"       ."
"2028";"A018981";"A048710";"MW00000";"PV24    ";"2021JJ00";"     0.3"
"2029";"A018981";"A048710";"MW00000";"PV24    ";"2022JJ00";"     0.4"
"2030";"A018981";"A048710";"MW00000";"PV25    ";"2018JJ00";"     2.7"
"2031";"A018981";"A048710";"MW00000";"PV25    ";"2019JJ00";"     2.6"
"2032";"A018981";"A048710";"MW00000";"PV25    ";"2020JJ00";"     1.3"
"2033";"A018981";"A048710";"MW00000";"PV25    ";"2021JJ00";"     1.4"
"2034";"A018981";"A048710";"MW00000";"PV25    ";"2022JJ00";"     2.3"
"2035";"A018981";"A048710";"MW00000";"PV26    ";"2018JJ00";"     2.1"
"2036";"A018981";"A048710";"MW00000";"PV26    ";"2019JJ00";"     2.6"
"2037";"A018981";"A048710";"MW00000";"PV26    ";"2020JJ00";"     1.1"
"2038";"A018981";"A048710";"MW00000";"PV26    ";"2021JJ00";"     1.1"
"2039";"A018981";"A048710";"MW00000";"PV26    ";"2022JJ00";"     1.6"
